postid,tags,title,question,answers,words,creation_date,Related
6815160,java javascript jquery jquery-validate,unabl pass textbox valu jsp javascript,textbox one jsp page usernam entered.then anoth set page link chang password valid usernam passwordpassword username.but lightbox chang password contain oldpassword newpassword confirmpassword fields..i wrting samll function js valid valu usernam reach till js..how this??? pleas help js code chang password myadmin page usernam pleas help,best method pass valu text field javascript html javascript accord question pass textfield valu javascript call javascript method function creat function call somewhat button e.g id textfield call javascript function somewhat sorri code mess look think question link thispass textfield jsp javascript try,scripting|validate|username|password|saml,2011-07-25 11:10:48.167 UTC,Yes
45384295,python selenium,selenium fill user name/pwd fill one field,tri web scrape need selenium fill login credenti name password follow direct fill usernam password use selenium python code work usernam move forward password end bobpop usernam field natur move forward pleas help figur make happen,instead explicit local password element often practic someth username.send_key bob + keys.tab + pop + keys.ent,user name|login|credential|password|username,2017-07-29 01:08:56.227 UTC,Yes
36339003,android java security ssl symantec,symantec certif found android,got android app tri send http request server symantec class 3 secur server ca - g4 sign certificate.when tri send request via apach http librari guess true http client except state peer certif thrown request server ios work fine even connect server chrome run android devic test say certif perfectli fine heard googl drop trust symantec certif far know one 1024 bit key one question sign 2048 bit key chrome accept it! found articl [1] say need import complet keychain bouncycastl keystor problem everi user specifi url server manag certif question anybodi familiar problem know workaround? found endless guid show turn certif valid request . solut work [1] http://blog.antoine.li/2010/10/22/android-trusting-ssl-certif,problem actual server requir sni server name indic support http client android version apach http librari support sni write sslsocketfactori support,security|ssl|certificate|signing|trust|validate,2016-03-31 16:34:16.223 UTC,Yes
27150581,php wordpress,need request forget password wordpress user programat,function wordpress pass user name reset password send email new login detail,specifi $password = anyth want wp_mail send mail user two neat wordpress function first notifi blog administr new user normal via email send email login/password new user second updat user password new encrypt one usag document,forge|password|user name|login|encrypt,2014-11-26 13:32:49.74 UTC,Yes
49803948,bash curl git ssh,ssh bash script download file bitbucket,work current method download custom git pre-commit hook bitbucket repo use bash script shown previous assign download pre-commit hook link place folder.howev sinc process use script requir password everytim run avoid hassl told edit script use download file requir password suggest script obtain files?thank ps crude idea backend api know basic http request post hope give littl context situat,store credenti file curl use explain solut git archiv command instead curl,ssh|scripting|signing|password|credential,2018-04-12 18:52:16.88 UTC,Yes
34869262,c# ssl wcf web-services x509certificate,wcf certif authent product server,creat wcf servic username/password custom authent creat self-sign certif iis 7 develop server work great client window applic abl consum servic http deploy product server valid domain name certif verisign map product server need share certif client consum service? client requir certif instal system? addit configur requir product server? public key? gener it? required? pleas guid right direct help greatli appreciated!,,ssl|certificate|authentication|username|password|signing|validate|public key,2016-01-19 05:42:04.863 UTC,Yes
28573526,c# cryptography ecdsa,ecdsa public key c,figur super simpl c# bouncycastl c# crypto librari need give byte array privat key specifi curv use public key curv sec-p-256-k1/secp256k1 realli help navig sea option class need care,use vasiliy answer struggl result tutori final got correct result chang code ad add comment ala enough reput martin answer seem fine done easier solut confus curv constructor take paramet q actual suppos p prime modulu field understand much point multipl public key other read ec math know that? getpubkey method!?! oh well hope help someon user friendli bouncycastl guess,crypt|ecdsa|public key|private key,2015-02-17 23:57:11.467 UTC,Yes
38999796,java security tomcat8,secur allow user-gener file download server,tomcat8/java current allow sensit user-gener excel file creat java/poi download server creat file name guid save publicli avail directori provid link file stage 1 user select variou paramet jsp send java file stage 2 jsp display file ifram result penetr test done system said instead produc file stream jsp file secur avoid guid avoid direct link file bypass login author seem howev better code practic servlet instanc implement simpl file download servlet consid save document server identifi guid pass guid servlet howev seem defeat origin intent improv secur implement simpl download servlet attach link creat file insid servlet,implement @wen answer implement simpl file download servlet addit remov direct web access directori file save use @ramesh pvk suggest deni web access tomcat directori instead write file stage 1 read file stage 2 effect collaps two step 1 write workbook httpservletresponse.getoutputstream 1.collect user paramet assum done post target ifram e.g 2.setup new servlet + map * map allow myreport.xl part anything..includ someth build fly submit form 3.in servlet someth ignor bad design busi logic servlet..thi demonstr commentari assum develop well-control user use ie b excel instal - target excel content ifram pretti bad idea definit jsp place suggest servlet - use jsp produc binari data bad idea technic possibl unless structur jsp correctli like introduc charact data like hard-to-se newlin and/or trail space corrupt xls,security|availability|penetration test|bypass|login|authorise|signing,2016-08-17 14:43:59.06 UTC,Yes
6124706,certificate https pem php ssl-certificate,extract certif http site,need extract public key prefer pem format site use identifi e.g function take url argument establish connect site fetch certif idea solv php code,extract certif find certif extract see php openssl modul within php though unfortun,certificate|ssl|public key|openssl,2011-05-25 12:48:34.613 UTC,Yes
4603815,javascript security,grant access locat frame extern site,ifram extern site site tri call locat parent analyt reason access refus obviou default secur reason .yet disabl secur answer site friend domain.seem imposs grant access. idea,ran similar situat allow cross domain javascript access ifram possibl sinc result cross-scripting-attack nightmar poster said post data one fix cooki read domain whatev inform look read data cooki javascript cooki load site ifram function check http://phpjs.org/functions/setcookie:509 site friend say - pass locat data,scripting|security|attack|cookie,2011-01-05 12:06:30.76 UTC,Yes
8535083,java login security spring,inform user - spring secur,implement spring secur applic use default implement i.e configur paramet datasourc secur area etc write custom implement want captur data user tabl usernam password compani name id etc howev want inform order login sure read relat userdetailsservic howev seem write custom userdetailsservic necessari want inform login want want inform insid applic user log realli relat userdetailsserver? file modificate? exampl found custom userdetailsservic use usernam password understand new data come thank,overrid userdetailsservic need implement userdetailsservic userdetail object,login|security|username|password,2011-12-16 13:47:35.213 UTC,Yes
41001079,java oauth-2.0 outlook rest,microsoft outlook rest api oauth2 login uri abl complet request,tri microsoft outlook rest api java get follow error log authent oauth2 project built eclips use maven tomcat link error follow https://login.live.com/err.srf?lc=1033#error=unauthorized_client&amp;error_description=the+client+does+not+exist.+if+you+are+the+application+developer%2c+configure+a+new+application+through+the+application+management+site+at+https://apps.dev.microsoft.com/ built login uri follow java class applic registr look thank advanc,turn remov &lt;> around client id fix,oauth|login|authentication|authorise|scripting,2016-12-06 17:12:10.887 UTC,Yes
42483218,groovy rest soapui ws-security,creat ws secur header rest web servic soapui pro,develop rest web servic ws secur header pass header paramet rest request test soapui pro want creat groovi script gener rest request paramet includ password digest encod nonc creat datetim password digest creat encod nonc hash password creat date time i.e code gener use outgo ws secur configur soapui pro creat groovi test script soap ui pro howev suppli creat valu header authoris error abl hash password correctli result python script groovi code correctli hash text password2451! ﾃｭﾂｦﾃｨ~ﾂｵ・・t5sl・｢vﾅｾﾂｳt;$ next step creat password digest nonc creat time stamp hash pasword follow code . convert 69999998992017-03-06t16:19:28zﾃｭﾂｦﾃｨ~ﾂｵ・・t5sl・｢vﾅｾﾂｳt;$ w6ya4ocuw6ndicucw6rqxzmibckze+kamsovba4oyu+/vq== howev correct valu 01hccfqrjdkmt6daqncqhn2vd2y= follow python code correctli achiev convers . anyon tell go wrong groovi code? thank,chang answer slightli origin convert pasword digest string valu caus request valid time certain byte convert correct string valu,security|scripting|password|encode|nonce|hash|authorise|validate,2017-02-27 10:22:51.403 UTC,Yes
20001772,encryption ios iphone objective-c rc4-cipher,implement rc4 encrypt url encod object c,"implement rc4 encrypt algorithm applic url encoding.th sampl part list refer actual valu encrypt 10/28/2013 expect valu encrypt ﾋ・!ﾋ・ﾂｷhﾃｧﾃｴﾃｾﾃｲ url encod %0c%88%21%98%b7h%c7%d4%de%f2 key use is:@psw tri valu encrypt &amp url encod return encrypt !ﾂｷhﾃｧﾃｴﾃｾﾃｲ url encod %0c%c2%88%21%c2%98%c2%b7h%c3%87%c3%94%c3%9e%c3%b2 tri convert java code object c code.th java code work fine ,were object c work see result java code correspond object c code tri code work me.kindli help this.",somehow fix code encrypts-decrypt perfectli,encrypt|crypt|rc4|cipher|encode,2013-11-15 13:03:51.21 UTC,Yes
52519076,java networking ssl,handl sslhandshakeexcept 2 ssl endpoint,hit two ssl enabl endpoint abl connect telnetbut hit post request http client get tri local system ip alreadi whitelist copi certificate.jk cacert file one stage server request properli work got know 2 ssl handshak destin server valid certif share pre-requisit tri differ thing set vm arg set system properti load ssl context tri use springboot use intern tomcat tri multipl possibl way none abl solv get except handl certif server box add certif make request help appreci,,ssl|whitelist|certificate|validate,2018-09-26 13:36:05.547 UTC,Yes
26837113,java mongodb mongodb-java x509,configur java mongocli x.509 certif authent,want x.509 certif mongodb authentication.how configur java mongocli x.509 certificate? find clear answer http://docs.mongodb.org/manual/reference/connection-str,mongocredenti object builder pass addit option mongocli connect consult core driver test cours sampl list test method,x.509|certificate|authentication|credential,2014-11-10 05:06:26.633 UTC,Yes
48677569,angular angular2-template javascript xss,chrome extens - load imag src tag error fail load resourc net::err_unknown_url_schem,html userprofilepictureurl error consol perhap need sanit url,,scripting|xss|sanitise,2018-02-08 04:30:44.33 UTC,Yes
48146459,api curl moodle moodle-api php,make user auto login moodl,"portal call xyz.com moodl site call yzx.com user site usernam password want user log non-moodl site call xyz.com auto login user yzx.com i.e moodl site pleas help make curl api request moodl auto-login current browser moodl function user_login$username,$pass know new moodl",found solut help other post answer moodl function throughout folder moodl via creat api creat file anywher moodl creat root moodl hit use curl post paramet usernam password tri doauto-login recommendedcan caus secur risk 2 differ domain xyz.com yzx.com achiev sub-domain mechan let say primari site run xyz.com moodl moodle.xyz.com user login xyz.com creat cooki domain navig moodl sub-domainwith modif read cooki auto-login cooki share across primari sub-domain across differ domain need ensur cooki name need modifi code moodl achiev hope help,login|username|password|security|cookie,2018-01-08 08:18:25.353 UTC,Yes
5280486,forms php webforms,valid password email,valid password password field say minimum 6 charact maximum 12 alphanumer charact valid php?? need valid email,valid password often weird thing storag hash encrypt never actual see origin password thu limit charact rang maximum length unnecessari limit charact make crack easier subset charact test valid use regular express allow underscor well better valid minimum length 8 char exampl perhap non alphanumer charact be. valid email use,validate|password|hash|encrypt|crack,2011-03-12 04:06:22.857 UTC,Yes
39203236,angularjs firebase firebase-authentication javascript,yeoman angular firebas authentication_dis,project use yeoman gener angularfir accord instruct howev try regist login follow error alreadi enabl firebas authent firebas consol email/password auth firebas site say includ follow code snippet know put yeoman gener app,,authentication|scripting|login|password,2016-08-29 09:48:55.443 UTC,Yes
42403791,bash curl post wget wordpress,need bash script line log wordpress curl/wget similar daili basi cron,endpoint url need hit daili execut api call requir login seem curl wget command success log tri curl command output html login page api output manual log go url tri wget result,sort thing output altern suggest connect ssh php bash script addit php packag need php-ssh2 sudo apt instal php-ssh2 base fine shell vpn avoid password script secur one level crypto key pair log http://php.net/manual/en/function.ssh2-publickey-init.php,scripting|login|ssh|password|security|crypt,2017-02-22 22:50:11.203 UTC,Yes
21281881,http https php security,secur altern http request verb post php,read inform php.net document http request verb chosen http request verb e.g post necessarili make request secur inform transmit encrypt channel use ssl i.e http transmit plan text secur transport sensitive/priv inform http consid use ssl prevent eve drop inform transmit http mean? method - / post secure? yes ssl secur transport sensit inform http,whenev webpag use transmit valu without use data transmit plain text happen alway main differ post form use post show valu url transmit plain text wherea display valu url transmit plain text answer anoth question take googl search exampl search foobar googl address bar show someth user immedi see info plaintext method imagin log websit probabl post method address bar see usernam password shown directli user sent request bodi howev post request still sent plaintext server attack network sniff connect steal use ssl secur url header page bodi even server address attack see random data php document tri teach even user see valu address bar mean valu manner encrypt hope help http secur packet sent plain-text http use encrypt method side data secur unless third parti access privat key decrypt messag http need privat key certif either self-sign one mani certif issu compani one tell webserv certif encrypt commun send appropri port http port 80 default browser automat assum queri port 80 suppli port actual ssl http port 443 automat assum point browser e.g mean need make sure websit serv content port 443 encrypt vast amount tutori guid process make webserv ssl certif exampl http://www.apache.com/tag/apache-ssl-tutori,security|encrypt|crypt|ssl|transport|sensitive information|username|password|attack|snif|steal|private key|certificate|signing,2014-01-22 11:38:59.693 UTC,Yes
41809390,email-validation firebase firebase-realtime-database firebase-security javascript,invit new user edit record firebas,want invit new user use websit edit exist firebas record edit record locat know email address owner possibl approach? save record gener protect rule email verfified! userid correspond field record manual user password random password first save userid record see email verifi allow later saving? even sent link user sign user credenti anoth see appreci direct thank,,validate|security|scripting|protect|password|signing|credential,2017-01-23 15:04:21.727 UTC,Yes
47078381,java security-context spring,securitycontext default system authentication/us,spring applic alway hold regular describ system user reason within differ system function requir user avoid special treatment user context mere want add system context imho singl respons principl achiev simpli implement problem default happi strategi work thing chang method possibl class cours simpli copi past code implement method want give feel wrong path achiev system user default new ? updat approach appar solut extrem invas creat redund code need special treatment within web filter chain give understand goal look solut fit seamless possibl nativ spring secur implementation.mi problem quit fix invas approach solv nicely? cannot imagin first person requir whole concept altogeth wrong,got follow solut quit slick collid interfer anything.in general two situat authent main system thread execut schedul task solv config depend case detail see solut 1 still leav problem main system thread easili handl set context system start configur child thread inherit make set everytim applic context refresh allow run secur context relat test solut 2 configur mode_inheritablethreadloc schedul thread inheriet parent case want mean following:if schedul task get initi dua user action run user want loos schedul task system reboot persist lead task initi user intiti system reboot gener inconsit therefor configur schedul simpli configur annot execut allow two configur alway systemus context thread initi web contain sound right creat popul context within :o state request authent authent usual store thread-loc securitycontext manag securitycontexthold authent mechan use rather extend overwrit case fail usernam password verif edit think system-intern task depend how/bi executed.for exampl set context describ thread run execut creat bean implement,security|authentication|username|password,2017-11-02 14:59:23.657 UTC,Yes
54977421,java jwt spring-boot spring-security token,jwt token pass rest api,tri implement jwt token base use spring boot backend angular 7 frontend job complet backend work bearer token success gener authent ad header try fetch header use gener token identifi log user frontend job identifi user token generation? use custom login page spring secur make request contain two login form instead one consol jwtauthenticationfilter.java jwtauthorizationfilter.java customuserdetailservice.java securiyconfig.java securityconstants.java,pass token? gener token spring boot success login send token asrespons front-end creat authinterceptor angular token everyfurth request note webconfig file accord requir allowedmethod allowedhead exposedhead maxag etc request need authent author user add api access-control-expose-headers? access-control-expose-head option - xmlhttprequest object getresponsehead method return valu particular respons header simpl respons header defin follow cache-control content-languag content-typ expir last-modifi pragma want client abl access header access-control-expose-head header valu header comma-delimit list respons header want expos client authinterceptor,security|authentication|login|authorise|access-control,2019-03-04 06:01:39.517 UTC,Yes
42032523,authentication oauth python,oauth2/openid authent workflow clarif,third-parti websit oauth openid authent authent user user databas task implement said provid python use flask difficulti wrap head around actual authent workflow look basic auth mechan user want third parti site enter usernam password tell third parti site yes author due restrict third parti site exchang take place use oauth openid - someth simpl enter usernam password form submit us us send back json object someth indic success/failur understand workflow far pleas correct fals understand user enter oauth userid third-parti site client client creat proper oauth url base userid provid us send user url provid respond url display authent page user enter password authent databas user sent back client site lost client know user authent success not? provid send someth request indic re-direct user back? what? someth els - perhap addit step perform user return client? main start point page https://flask-oauthlib.readthedocs.io/en/latest/oauth2.html# talk lot thing client model grant token model bearer token model - come in? given basic need - exampl need track author data authent - bypass stuff shown there? edit dig look resourc owner password credenti grant describ https://tools.ietf.org/html/rfc6749#section-4.3 go use type grant appear workflow user resourc owner scenario enter usernam password client page client make request url whatev contain usernam password request bodi post request along grant_typ field password author user respond json format access token error respons workflow sound simpl enough assum third-parti vendor mind exactli want leav still wonder stuff client model multipl token type etc look exampl code,oauth authent pleas read high level oauth 2 work? come back scenario think third parti site run server check user authent simpli speak login gmail open new tab browser access gmail.com dont login gmail open inbox directli happen here? session cookies/ token browser cooki valid gmail inbox opend directli check aciv redirect network tab chrome keep network tab consol window open access gmail.com second time similarli think third parti site gmail.com valid user log need maintain user databas valid user oauth take care login send user right url base request,authentication|oauth|openid|username|password|authorise|bypass|credential|login|cookie|validate,2017-02-03 20:29:16.677 UTC,Yes
22347045,php,xss clean except html tag,hunt around net day tri figur get conflict answer librari class function php secur sanitizes/encod string xss? need updat regularli counter new attack case text,need sanit text/data use note cooki access script advanc librari http://htmlpurifier.org allow add tag want allow,xss|security|sanitise|encode|attack|cookie|scripting,2014-03-12 09:27:20.267 UTC,Yes
55875440,asp.net-core c#,possibl disabl data protect encrypt asp.net core,"initi ,we omit call entir tri deploy app saw ad see deploy googl around quit bit seem correct fix consolid encrypt key altern though? disabl encryption/data protect altogether? background app one last stage migrat asp.net asp.net core previous store session state redi encrypt",data protect stack requir use protect data cooki session state temp data etc data protect persist key somewher encrypt decrypt data sever option persist key default file system registri use host on-premis server iis azur usual work deploy option especi use contain usual perform configur instanc contain usual ephemer storag encrypt key lost deploy new contain instanc mention redi suggest look redi key storag provid https://docs.microsoft.com/en-us/aspnet/core/security/data-protection/implementation/key-storage-providers?view=aspnetcore-2.2&amp;tabs=visual-studio#azure-and-redi follow document resourc good read gener doc asp.net core data protect configur asp.net core data protect,protect|encrypt|crypt|cookie|security,2019-04-26 22:07:37.63 UTC,Yes
30430705,nsuserdefaults passwords swift uiswitch username,save usernam password use uiswitch swift,ive search lot thread last resort ive seen question ask differ way exactli swift usernam password save want uiswitch turn save usernam password info tri day uiswitch save usernam password use nsuserdefault pleas help whit end tri search almost everi forum find answer mani peopl show exactli implement code know bleak beginn login button save usernam password know save inform click uiswitch save view load method thank help advance!! know code includ uiswitch method.her first part login button view load method code uiswitchmethod,add note edit hope help send hole page idea send alert messag regist page look //store data import uikit class registerpageviewcontrol uiviewcontrol,password|username|leak|login,2015-05-25 03:12:15.22 UTC,Yes
44621555,laravel-5.4 laravel-socialite php redirect,laravel socialit - save url redirect,use user log websit work subdomain redirect callback login login/facebook login/facebook/callback problem login/facebook view origin url rout sinc url redirect tri save url empti question origin url facebook login callback redirect ? start login process redirect save url redirect sessions.php,key retriev valu work handlesocialcallback function user login share session websit oauth paramet carri valu along code test custom oauth provid facebook implement look specif code untest secur implic keep mind chang work interest write http://www.thread-safe.com/2014/05/the-correct-use-of-state-parameter-in.html even ietf draft one store sign data paramet https://tools.ietf.org/html/draft-bradley-oauth-jwt-encoded-state-00 implent use json sign regist custom control usag,login|oauth|security|thread-safe|safe|signing|encode,2017-06-19 02:43:14.353 UTC,Yes
17866121,aes cryptography javascript pbkdf2,aes.j & crypto.j best,quick start guid tell us aes.j safe enough ? encrypt array lot inform key iv salt cyphertext.but safer pbkdf2 deriv password ? thank,look bottom page aes.j point find interoper openssl encrypt openssl decrypt cryptoj openssl compat key deriv passphras look key deriv mechan perform openssl evp_bytestokey find remark newer applic standard algorithm pbkdf2 defin pkcs#5v2.1 key deriv,aes|crypt|scripting|pbkdf2|safe|encrypt|salt|cipher|password|openssl,2013-07-25 18:36:56.68 UTC,Yes
24927327,mysql php security,spammer sign auto-incr id,"small websit user sign via html form data store via php mysql database.i often delet spammer record manual normal fx delet entri 222,the next user/bot sign get id 223 id auto-incr last coupl day one bot alway sign got id even though higher before.ani idea succeed this? stop this?thanks! edit part code",idea succeed this? @sevenseacat said depend code stop this? captcha,security|spam|signing|captcha,2014-07-24 07:16:47.573 UTC,Yes
58840982,cryptography go json,marshal ecc public privat key,hello tri unmarsh object contain ecc public key go umarsh error say unmarsh object properly.i tring follow tthe error return err2 panic json cannot unmarsh object go struct field publickey.curv type elliptic.curv either eliptoc 509x function umarsh curv valu alway null,found answer final post case somon need it.al need creat anoth struct let name retriev declar valu wil read unmarshal.now ecc public key contain 3 valu curv append ans append x work pass marshal public key unmarshaleccpublickey return correct unmarsh obj coorect u ecc public unmarshal success,crypt|private key|public key,13/11/2019 16:00,Yes
43885829,php routing security symfony symfony-3.2,symfoni one applic - multipl subdomain,want achiev follow symfoni 3 applic let say 2 restrict area user admin user abl access area user.mydomain.com admin go admin.mydomain.com question hope someon answer rout /login /regist /dashboard possibl achiev one singl application? user goe user.mydomain.com/login abl login user admin admin goe admin.mydomain.com/login abl log admin hope clear mean someon post link doc tutori give exampl realli thank instruct,think look http://symfony.com/doc/current/routing/hostname_pattern.html still go need check user admin case howev obvious possibl know user admin log actual check role id make common login show domain allow access redirect login base role hostnam equival regard differ path/domain rout wolud try creat listen connect use event main request listen chceck log redirect correct rout year ago creat listen chang path ti imag cach liipimaginebundl know give idea https://gist.github.com/poznet/842ae820a230ba982a66f854549b0e2b,security|login,2017-05-10 07:15:47.767 UTC,Yes
49328090,algorithm html php security,defin redirect_to url payment,hidden input payment form pay everyth work well feel secur problem user simpli chang valu hidden input url anoth websit submit form redirect websit pay see? server send request anoth websit fine put check-domain-nam redirect,store redirect_url $_session retriev delet form submiss,security,2018-03-16 19:21:09.807 UTC,Yes
56109401,admin passwords powershell runas windows,make window runas.ex take password credenti manag prompt,tri creat shortcut take credenti credenti manag work fine one problem first time run script promt password want never prompt password store credenti manag use mayb script done? thank,move comment op thing keep mind savecr thing realli danger depend use note al pass account name never prompt mean anyon even simplest skill walk take machin even delet shortcut start cred alway live creat shortcut properti race henc though savecr realli conveni limit machin absolut control person use exampl anyway cred credman without use runa /savecr yes even powershel mani script onlin show even one directli technet powershel galleri ms powershellgallery.com add credenti window vault powershel powershel script show add credenti specif user download addwindowscredential.zip credentialmanag 2.0 powershellgallery.com via powershel session see manipul credenti window 8/2012 passwordvault use powershel modul demonstr new window 8/2012 passwordvault api powershel download passwordvault.psm1 built-in cmdkey.ex creat list delet store user name password credenti need run user context ms sysintern psexec provid creat scheduledtask runonc / startup fire command ok digress all-in-al way kiosk mode window ms document kiosk mode time say os target - similar articl exit win 10 single-app kiosk provid direct instruct mode powershel snippet step sure read entir document kiosk use window powershel app type uwp os edit window 10 pro ent edu account type local standard user follow powershel cmdlet assign access multipl devic run cmdlet log administr creat user account assign access log assign access user account instal univers window app follow assign access/abov lock guidelin log assign access user account log administr open powershel window 10 search powershel find window powershel desktop app result run powershel administr note assign access use -appnam user account specifi assign access must log least learn aumid learn appnam see paramet,password|credential|scripting|danger|user name|nonce|signing|user account,2019-05-13 09:25:55.593 UTC,Yes
44104426,crc32 hash md5 python sha1,calcul crc32 md5 sha1 zip content without decompress python,need calcul crc32 md5 sha1 content zip file without decompress far found calcul zip file e.g crc32 sha1 md5 similarli content zip file read crc32 zip directli without need calcul follow read crc32 zip content figur calcul sha1 md5 content zip file without decompress first.i somehow possibl,possibl crc care precalcul archiv creat use integr check checksum/hash calcul scratch requir least stream archiv content i.e unpack upd possibbl implement extra depend support mani archiv format nativ depend zip,crc|hash|md5|integrity|checksum,2017-05-22 03:55:29.967 UTC,Yes
56537060,java spring-boot spring-security,disabl spring secur default sign-in / login page,abl make spring-secur display login page tri almost everi solut avail know wrong code code comment part code alreadi tri springboot version- 2.1.5 securityconfig.class view control class want spring-secur disabl default login page display login page,well strang creat new project copi old project file new one work expect need configur webmvcconfigur add class configur overrid method addviewcontrol allow access resourc secur configur,security|signing|login|availability,2019-06-11 05:31:10.977 UTC,Yes
16600509,aes coldfusion cryptojs encryption javascript,aes encrypt cryptoj decrypt coldfus,got silent login servic written coldfusion9 accept encrypt string extern system decrypt base agre algorithm/encod setup work without issu year system run asp/java/php client choic cryptoj perform encrypt life cannot work decrypt coldfus knowledg encrypt brilliant thing notic cryptoj encrypt ciphertext exact string/key differ everi time perform encrypt wherea coldfusion/java alway expect exact encrypt string sure encod relat never run issu accept encrypt string system hope encrypt cryptoj incorrect,seem two issu cryptoj use variabl @miguel-f mention pass string treat passphras use deriv [the] actual key iv randomli gener encrypt result keep chang importantli mean cryptoj use complet differ one cf code decrypt fail least part reason .. second problem addit algorithm aes two encrypt set must match mode pad scheme cryptoj coldfus default pad scheme mode differ coldfus use ecb aes actual short cryptoj use cbc requir addit initi vector valu need ensur three set side try use cbc mode cf sinc secur ecb anyway note requir ad iv valu cf code cryptoj adjust origin exampl edit said mean client choic cryptoj perform encrypt ? cannot server side encryption? encrypt expert encrypt javascript expos key client sound wildli secur begin,aes|crypt|encrypt|scripting|login|encode|cipher|cbc|security,2013-05-17 02:29:11.093 UTC,Yes
58787347,android grpc java ssl,creat 2 ssl grpc,python server run use grpc gener proto file creat server use 2 ssl authent im run client python file enter server self sign certif client certif client key connect correctli howev im tri achiv android applic well tri use sslcontext builder refrenc 3 item state 2 certif 1 key raw directori cant seem recogn tri creat sslcontext taken exampl expect connect server instead got error caus java.lang.illegalargumentexcept file contain valid certif server.pem,,ssl|authentication|signing|certificate|validate,10/11/2019 9:35,Yes
47833983,html5 jquery php,read cooki php jqueri anoth html page,php code login.php jqueri code index.html,need time cooki work fine work exampl first line php forgot submit second line forgot $ usernam third line sql queri given wrong info guess jqueri work php code set cooki addit password_hash protect user password check client side? must:check cooki actual sent develop tool give detail pleas check cooki creat httponli flag case access cooki client side secur reason,cookie|login|forge|username|password|hash|protect|security,2017-12-15 14:04:49.197 UTC,Yes
42375487,babel flask flask-babel flask-security python,flask + flask-secur + babel work,setup flask + babel + flask security.cr translat root main.pi translat ru lc_messag messages.mo messages.po main.pi part setup languag execut http://localhost/login stay untransl pleas advic els dig? error log even debug = true,fwiw simpli chang import made work fine flask-secur found flask-secur work babel box! pull request fix partial wtf process perspective.to abl translat jinja2 templat well follow need amend core.pi,security|login,2017-02-21 18:45:41.173 UTC,Yes
1226177,php session,protect phpsessid php,realli clueless protect phpsessid valu session_id come phpsessid? disastr session_id got compromis anyon idea,session_id store cooki user system sure mean protect http rayel said afford certif way secur session even http store user-ag session creat session check user-ag everi request user-ag chang delet session ip address annoy thing lot isp provid dynam ips session delet illegitim low session timeout prevent session hijack reduc risk bewar annoy user though low session lifetim 1 day forc user reauthent 1 day even session hijack hijack one day rememb advic prevent session hijack dramat reduc risk alway risk unless http articl php manual explain session secur php link probabl effect protect session enabl ssl site forc store session id cooki cooki encrypt pass site guarante enough protect,protect|cookie|certificate|security|illegitimate|hijacking|authentication|ssl|encrypt,2009-08-04 07:48:22.137 UTC,Yes
37863631,c# visual-studio,best password code config file,best solut password databas connect string exampl config file mail account password send mail automat ? thank,matter save save somewher insid code hardcod encrypt password user exampl aesthenhmac person much howev method encrypt need master key caught use reflector counter reflector obfusc code make methods/variables/const etc harder read keep mind noth 100% secur prevent common curiou get credenti someon realli want credenti knowledg access dll make wast time free obfusc tool .net sourc http://gapotchenko.com/ http://codefort.org/download http://orangeheap.blogspot.nl http://confuser.codeplex.com http://ntoolbox.com password manag passwordst https://www.clickstudios.com.au credenti store secur on-premis server access via rest api code inform access rest api paranoid even code encrypt encript password store somewher use sql server window authent instead,password|encrypt|hmac|obfuscate|security|credential|authentication,2016-06-16 15:36:51.07 UTC,Yes
43810117,javascript mongodb node.js security,creat secur exploit,mongodb collect user want add new field wallet_amount user add money wallet right time user registr tri insert document correct chanc creat secur exploit sinc pass wallet_amount default valu 0?or wallet_amount insert time user add money wallet,theori secur implic whether initi amount user creation later stage howev face gener secur concern everi time queri user tabl need tripl check make sure alter wallet_amount incorrectli develop code tabl touch potenti sensit data mitig deal sensit field actual store wallet amount separ tabl databas limit api adjust wallet amount test extens ever api work wallet amount mean decoupl sensit data user tabl allow isol part domain need extra care attent want take step consid store wallet amount common approach secur financi system actual store ledger immut record everi transact case look day 1 add $100 wallet day 2 spend $10 day 3 spend $13 etc actual databas never mutat data ever add line ledger cach use keep track current balanc alway recreat run ledger item overkil scenario provid extra layer protect essenti forbid anyon arbitrarili chang wallet add transact make easier spot suspici behaviour pattern trace money move,scripting|security|exploit|0 day|protect,2017-05-05 16:49:57.973 UTC,Yes
29561944,c# cryptography encryption random,string cryptostream loop,problem extract string memori stream memori stream decor crypto stream appear unless flush crypto stream cannot read anyth memori stream tri gener multipl string pars numer valu within for-loop far read memori stream crypto stream still activ one see tri measur runtim length memori stream alway appear zero need find effici string encrypt byte array extract memori stream,simpl exampl base wrote comment length encrypt packet prepend packet watch output see string given length packet alway 16 32 longer string go 16 time 48 64 80 96.. note bug cbc mode correctli twice error decrypt solv recreat / string caus equal string encrypt encrypt twice encrypt stream ctr mode wrote comment best thing ctr mode ctr mode advantag encrypt stream length non-encrypt stream input stream encrypted/decrypt one byte time use two characterist modifi encryption/decrypt sampl encrypt/decrypt even string length note class ad test base vector http://csrc.nist.gov/publications/nistpubs/800-38a/sp800-38a.pdf implement correct note differ exampl reus / everi block encrypt chain even string repeat twice encrypt version differ,crypt|encrypt|cbc,2015-04-10 12:50:10.85 UTC,Yes
