id,a_reputation,creationdate
"2054247","587","2013-02-08 12:03:53"
"2054487","1003","2013-02-08 13:23:10"
"2054600","293","2013-02-08 13:58:11"
"2054909","156","2013-02-08 15:31:44"
"2056075","122","2013-02-08 23:12:03"
"2056979","3957","2013-02-09 11:39:08"
"2057091","4089","2011-04-15 18:20:44"
"2057171","14466","2011-05-28 00:09:14"
"2057380","24399","2013-02-09 15:55:08"
"2057860","111","2013-02-09 23:24:32"
"2058221","7187","2013-02-10 05:09:19"
"2059829","236","2013-02-10 23:16:18"
"2060291","56","2013-02-11 05:22:21"
"2060669","1100","2013-02-11 08:36:52"
"2061276","621","2013-02-11 12:27:18"
"2061684","3087","2013-02-11 14:47:44"
"2061913","834","2013-02-11 16:01:08"
"2062572","1915","2013-02-11 20:02:40"
"2064207","201","2013-02-12 09:38:58"
"2065611","29882","2013-02-12 17:06:43"
"2066281","231","2013-02-12 21:10:39"
"2066625","1734","2013-02-12 23:36:03"
"2066791","449","2013-02-13 01:29:02"
"2067005","869","2013-02-13 03:56:42"
"2067527","13348","2013-02-13 08:00:19"
"2067630","299","2013-02-13 08:44:01"
"2069044","1609","2013-02-13 16:05:28"
"2069493","2190","2013-02-13 18:19:46"
"2070111","3051","2013-02-13 21:56:32"
"2071357","136","2013-02-14 09:04:14"
"2071486","1259","2013-02-14 09:52:30"
"2071775","1565","2013-02-14 11:18:53"
"2071828","51229","2013-02-14 11:35:41"
"2073001","13247","2013-02-14 17:23:56"
"2073114","3780","2013-02-14 18:02:10"
"2073581","2181","2013-02-14 21:02:28"
"2074398","3567","2013-02-15 05:24:02"
"2075469","175","2013-02-15 12:13:41"
"2076645","36","2013-02-15 18:48:53"
"2079695","1312","2013-02-17 03:06:41"
"2080604","93","2013-02-17 14:41:33"
"2080929","881","2013-02-17 17:24:26"
"2081144","55","2013-02-17 19:31:09"
"2081719","8700","2013-02-18 01:33:03"
"2082732","887","2013-02-18 09:44:26"
"2083824","233","2013-02-18 15:26:01"
"2085106","1213","2013-02-18 23:08:19"
"2085120","351","2013-02-18 23:16:13"
"2086142","1568","2013-02-19 07:41:29"
"2087247","5603","2013-02-19 13:20:47"
"2087348","1869","2013-02-19 13:45:28"
"2087596","923","2013-02-19 14:55:28"
"2087640","6703","2013-02-19 15:09:26"
"2088000","9589","2013-02-19 16:55:49"
"2088849","801","2013-02-19 21:26:58"
"2089006","16494","2013-02-19 22:24:26"
"2089491","1015","2013-02-20 02:28:00"
"2090453","3135","2013-02-20 09:04:17"
"2091582","1454","2013-02-20 14:18:27"
"2091735","700","2013-02-20 14:54:53"
"2092870","4302","2013-02-20 20:07:20"
"2093075","1434","2013-02-20 21:13:28"
"2093278","366","2013-02-20 22:30:40"
"2093626","2523","2013-02-21 01:25:30"
"2095312","251","2013-02-21 11:56:27"
"2095842","626","2013-02-21 14:26:06"
"2098379","2093","2013-02-22 07:03:40"
"2100693","2243","2013-02-22 19:37:41"
"2101076","1390","2013-02-22 22:17:18"
"2103394","743","2013-02-23 22:49:35"
"2103434","1412","2013-02-23 23:25:07"
"2104225","829","2013-02-24 10:25:52"
"2104303","3414","2013-02-24 11:13:36"
"2104560","2393","2013-02-24 14:01:14"
"2104638","1733","2013-02-24 14:41:58"
"2104717","188","2013-02-24 15:21:45"
"2104933","1527","2013-02-24 17:04:28"
"2105039","4251","2013-02-24 17:55:48"
"2105852","198","2013-02-25 02:35:16"
"2106312","201","2013-02-25 06:40:09"
"2106576","801","2013-02-25 08:32:50"
"2106664","39","2013-02-25 09:04:23"
"2106815","2426","2013-02-25 09:54:40"
"2107333","1580","2013-02-25 12:53:44"
"2107471","300","2013-02-25 13:39:47"
"2109233","23888","2013-02-25 23:36:40"
"2110052","553","2013-02-26 06:26:52"
"2110828","559","2013-02-26 10:29:20"
"2111035","10634","2013-02-26 11:27:22"
"2111572","1525","2013-02-26 14:13:44"
"2111834","402","2013-02-26 15:24:39"
"2112089","239","2013-02-26 16:31:45"
"2112295","11","2013-02-26 17:29:49"
"2112408","2467","2011-04-28 17:48:30"
"2112489","11835","2013-02-26 18:36:22"
"2113970","514","2013-02-27 05:14:45"
"2117355","2747","2013-02-27 22:05:33"
"2117651","2525","2013-02-28 00:07:05"
"2118405","1978","2013-02-28 06:10:14"
"2118955","6571","2013-02-28 09:23:44"
"2119041","3709","2013-02-28 09:51:15"
"2119863","5384","2013-02-28 13:57:58"
"2120773","168","2013-02-28 18:08:35"
"2121063","1439","2013-02-28 19:44:53"
"2123530","10163","2013-03-01 12:36:18"
"2123644","3330","2013-03-01 13:17:22"
"2123862","757","2013-03-01 14:17:31"
"2124535","8378","2013-03-01 17:33:02"
"2124735","121","2013-03-01 18:38:06"
"2125114","3823","2013-03-01 20:52:10"
"2125337","33","2013-03-01 22:32:09"
"2126755","12604","2013-03-02 13:34:48"
"2126854","3308","2013-03-02 14:36:58"
"2127007","2561","2013-03-02 16:00:22"
"2127763","2369","2013-03-02 23:29:19"
"2128405","431","2013-03-03 07:52:22"
"2129043","1905","2013-03-03 14:47:28"
"2129082","6251","2013-03-03 15:05:52"
"2129509","629","2013-03-03 18:51:40"
"2129654","12983","2013-03-03 20:04:37"
"2129888","695","2011-07-31 19:58:33"
"2131074","7339","2013-03-04 09:08:40"
"2132800","2604","2013-03-04 17:34:34"
"2134453","2506","2013-03-05 05:48:29"
"2135639","1443","2013-03-05 11:55:40"
"2135719","2061","2013-03-05 12:19:00"
"2135811","3630","2013-03-05 12:52:18"
"2136812","11510","2013-03-05 17:20:23"
"2136970","3648","2013-03-05 18:13:32"
"2138211","46","2013-03-06 02:47:26"
"2138633","4255","2013-03-06 06:19:59"
"2138727","1936","2013-03-06 06:54:39"
"2138928","6424","2013-03-06 07:59:20"
"2138993","15205","2013-03-06 08:19:15"
"2139186","1192","2013-03-06 09:15:31"
"2140311","56","2013-03-06 14:15:02"
"2140489","4848","2013-03-06 15:04:01"
"2140633","1478","2013-03-06 15:40:58"
"2140708","176","2013-03-06 15:57:55"
"2143004","7291","2013-03-07 06:26:58"
"2143931","233","2013-03-07 11:01:02"
"2143946","455","2013-03-07 11:04:47"
"2144057","1053","2013-03-07 11:39:29"
"2144222","461","2013-03-07 12:28:52"
"2144292","643","2013-03-07 12:47:31"
"2145351","284","2013-03-07 17:12:32"
"2145368","4147","2013-03-07 17:16:15"
"2146882","304","2013-03-08 03:04:31"
"2147141","154","2013-03-08 05:20:59"
"2148056","101","2013-03-08 10:36:04"
"2148913","1270","2013-03-08 15:10:31"
"2149348","613","2013-03-08 17:22:01"
"2149440","15642","2013-03-08 17:55:40"
"2150601","670","2013-03-09 03:07:36"
"2151351","22956","2013-03-09 11:27:21"
"2151387","1084","2013-03-09 11:50:35"
"2151700","3891","2013-03-09 14:33:05"
"2152436","51","2013-03-09 20:47:30"
"2152440","5289","2013-03-09 20:50:32"
"2152752","1026","2013-03-10 00:21:53"
"2152837","465","2013-03-10 01:34:24"
"2153237","1964","2013-03-10 06:59:40"
"2153495","1635","2013-03-10 09:50:13"
"2154002","95","2013-03-10 14:51:49"
"2154871","896","2013-03-10 22:17:36"
"2155027","56","2013-03-11 00:07:07"
"2155387","5747","2013-03-11 03:58:43"
"2157590","764","2013-03-11 16:08:25"
"2158060","562","2013-03-11 18:22:24"
"2158288","17284","2013-03-11 19:43:15"
"2158341","84","2013-03-11 19:59:23"
"2158850","97","2013-03-11 23:31:06"
"2159382","66","2013-03-12 04:34:50"
"2160144","11553","2013-03-12 09:07:46"
"2160352","94","2013-03-12 09:59:02"
"2160562","1091","2013-03-12 10:54:42"
"2161954","10201","2013-03-12 16:27:51"
"2162417","11","2013-03-12 18:40:49"
"2163402","5","2013-03-13 01:22:27"
"2164109","15998","2013-03-13 06:39:45"
"2164514","457","2013-03-13 08:44:52"
"2165625","351","2013-03-13 13:23:40"
"2166750","919","2013-03-13 17:59:10"
"2167285","655","2013-03-13 20:46:27"
"2167375","201","2013-03-13 21:16:31"
"2167745","4351","2013-03-13 23:58:43"
"2167925","228","2013-03-14 01:46:21"
"2168346","4419","2013-03-14 05:16:56"
"2168879","12779","2013-03-14 08:23:34"
"2169455","671","2013-03-14 10:59:32"
"2170070","1426","2013-03-14 13:43:32"
"2170394","55","2013-03-14 15:03:21"
"2171276","1440","2012-05-01 17:32:20"
"2172543","1209","2013-03-15 04:41:24"
"2172602","989","2013-03-15 05:11:05"
"2172825","4763","2013-03-15 06:32:41"
"2173960","867","2013-03-15 12:35:50"
"2174599","48","2013-03-15 15:31:50"
"2175073","2049","2013-03-15 17:54:21"
"2175593","2249","2013-03-15 21:03:51"
"2175775","772","2013-03-15 22:40:24"
"2176802","666","2013-03-16 10:48:05"
"2177772","320","2013-03-16 19:04:49"
"2178404","3457","2013-03-17 02:01:53"
"2179336","1826","2013-03-17 13:32:54"
"2179822","1151","2013-03-17 17:12:22"
"2180290","6009","2013-03-17 20:59:02"
"2180326","492","2013-03-17 21:21:48"
"2180637","531","2013-03-18 00:39:08"
"2181811","1232","2013-03-18 10:07:03"
"2181915","2566","2013-03-18 10:35:21"
"2181949","1126","2013-03-18 10:43:27"
"2182351","2886","2013-03-18 12:32:57"
"2182503","1125","2013-03-18 13:18:13"
"2187042","14946","2013-03-19 14:51:46"
"2187110","2936","2013-03-19 15:08:37"
"2187142","2308","2013-03-19 15:16:05"
"2187340","157","2013-03-19 16:00:53"
"2187707","769","2013-03-19 17:39:14"
"2189127","165375","2013-03-20 03:00:16"
"2190691","26","2013-03-20 11:51:22"
"2191134","971","2013-03-20 13:46:36"
"2192791","3230","2013-03-20 21:10:19"
"2192903","24205","2013-03-20 21:54:14"
"2193255","1746","2013-03-21 00:49:30"
"2193767","34129","2013-03-21 05:37:59"
"2198470","4085","2013-03-22 08:56:36"
"2198672","627","2013-03-22 09:53:10"
"2198741","31","2013-03-22 10:11:03"
"2200312","1071","2013-03-22 17:43:25"
"2204772","4507","2013-03-24 15:09:55"
"2206232","56","2013-03-25 04:47:04"
"2206512","1198","2013-03-25 06:58:32"
"2206990","3937","2013-03-25 09:47:13"
"2207769","759","2013-03-25 13:51:31"
"2207894","4047","2013-03-25 14:28:00"
"2208279","33","2013-03-25 16:05:40"
"2208641","401","2013-03-25 17:53:03"
"2209048","8762","2013-03-25 20:01:31"
"2211739","66","2013-03-26 13:23:48"
"2211877","8103","2013-03-26 14:04:56"
"2211943","849","2013-03-26 14:20:40"
"2212458","2321","2013-03-26 16:28:16"
"2212856","557","2013-03-26 18:14:13"
"2216777","11","2013-03-27 17:34:12"
"2217852","36","2013-03-27 23:54:54"
"2219904","279","2013-03-28 13:24:00"
"2219920","3405","2013-03-28 13:32:09"
"2219927","5","2013-03-28 13:33:34"
"2220353","69","2013-03-28 15:21:09"
"2221232","544","2013-03-28 19:45:05"
"2221461","1335","2013-03-28 21:11:02"
"2223067","3921","2013-03-29 02:49:19"
"2223111","784","2013-03-29 03:13:35"
"2223831","465","2013-03-29 09:24:44"
"2224047","3346","2013-03-29 10:45:23"
"2224186","21754","2013-03-29 11:33:24"
"2225044","849","2013-03-29 16:25:14"
"2226393","876","2013-03-30 05:02:30"
"2226557","6127","2012-03-17 23:44:03"
"2226698","12716","2013-03-30 08:20:13"
"2226796","1715","2013-03-30 09:35:23"
"2226974","218","2013-03-30 11:28:50"
"2227118","1230","2013-03-30 12:51:04"
"2227185","333","2013-03-30 13:32:14"
"2227726","66","2013-03-30 18:26:59"
"2227743","65907","2013-03-30 18:32:47"
"2228536","1197","2013-03-31 04:28:08"
"2228791","412","2013-03-31 07:38:21"
"2228815","1551","2013-03-31 07:56:18"
"2229229","10173","2013-03-31 12:39:00"
"2231361","71","2013-04-01 08:19:58"
"2231905","4154","2013-04-01 11:32:10"
"2234250","1328","2013-04-02 01:46:05"
"2235930","243","2013-04-02 11:48:52"
"2236295","61","2013-04-02 13:29:00"
"2237467","1504","2013-04-02 18:55:50"
"2237601","2163","2013-04-02 19:32:21"
"2238044","342","2013-04-02 22:04:55"
"2238341","629","2013-04-03 00:37:15"
"2239037","824","2013-04-03 05:53:42"
"2240409","6299","2013-04-03 12:33:53"
"2240727","76","2011-03-22 20:47:30"
"2240780","1838","2013-04-03 14:06:25"
"2241072","86","2013-04-03 15:14:00"
"2241348","1041","2013-04-03 16:22:14"
"2243361","2652","2013-04-04 05:29:52"
"2244152","224","2013-04-04 09:34:56"
"2244448","926","2013-04-04 10:47:44"
"2244476","1278","2013-04-04 10:54:44"
"2244664","1695","2013-04-04 11:38:11"
"2245144","659","2013-04-04 13:36:30"
"2245668","898","2013-04-04 15:46:29"
"2246084","908","2013-04-04 17:35:08"
"2246716","439","2013-04-04 20:49:27"
"2248728","76","2013-04-05 10:58:08"
"2250566","849","2013-04-05 20:19:01"
"2251701","3509","2013-04-06 08:00:20"
"2252938","1164","2013-04-06 18:53:23"
"2254418","216","2013-04-07 12:02:42"
"2254642","63","2013-04-07 13:55:22"
"2254704","1737","2013-04-07 14:24:31"
"2255190","1039","2013-04-07 18:22:46"
"2256122","11597","2013-04-08 04:19:32"
"2256258","1058","2013-04-08 05:41:34"
"2257052","1224","2013-04-08 09:56:04"
"2257377","4549","2013-04-08 11:39:48"
"2257656","1066","2013-04-08 12:52:53"
"2258453","19066","2013-04-08 16:23:35"
"2258585","1672","2013-04-08 17:02:37"
"2261315","1400","2013-04-09 10:47:07"
"2261774","4286","2013-04-09 12:49:28"
"2263949","6169","2013-04-09 23:13:24"
"2264997","9127","2013-04-10 07:39:14"
"2265056","733","2013-04-10 07:54:32"
"2265278","350","2013-04-10 08:55:50"
"2265411","609","2013-04-10 09:33:04"
"2265842","193","2013-04-10 11:27:55"
"2265932","1185","2013-04-10 11:52:28"
"2266098","5221","2013-04-10 12:37:56"
"2266289","10019","2013-04-10 13:30:42"
"2266764","326","2013-04-10 15:14:08"
"2267313","111","2013-04-10 17:44:18"
"2267742","902","2013-04-10 19:53:59"
"2269109","423","2013-04-11 06:46:20"
"2269111","1950","2010-11-09 23:00:09"
"2270093","486","2013-04-11 11:37:01"
"2270517","476","2013-04-11 13:38:06"
"2270686","81","2013-04-11 14:17:59"
"2271023","490","2013-04-11 15:27:07"
"2271190","223","2013-04-11 16:09:51"
"2271861","433","2013-04-11 19:37:17"
"2272357","542","2013-04-11 22:55:30"
"2272595","381","2013-04-12 01:15:49"
"2272652","2204","2013-04-12 01:49:59"
"2273046","2410","2013-04-12 05:40:01"
"2274686","11021","2013-04-12 13:53:45"
"2274710","2103","2013-04-12 13:59:00"
"2274717","31","2013-04-12 14:00:09"
"2274819","1335","2013-04-12 14:27:42"
"2277245","1524","2013-04-13 10:42:45"
"2278598","11445","2013-04-14 00:21:24"
"2279324","141","2013-04-14 09:51:03"
"2279490","1752","2013-04-14 11:31:45"
"2281056","1418","2013-04-15 03:19:02"
"2281116","327","2013-04-15 03:57:13"
"2281606","1262","2013-04-15 07:35:51"
"2281713","113","2013-04-15 08:16:37"
"2282575","2619","2011-05-01 22:25:24"
"2283165","129","2013-04-15 15:27:25"
"2284613","3915","2013-04-16 01:22:29"
"2284620","11","2013-04-16 01:28:26"
"2286949","109","2013-04-16 14:35:47"
"2287467","551","2013-04-16 16:51:35"
"2287538","4179","2013-04-16 17:17:07"
"2288004","902","2013-04-16 19:49:48"
"2288496","497","2013-04-16 23:03:19"
"2289865","5182","2013-04-17 08:54:55"
"2290420","70","2013-01-30 12:13:24"
"2290442","312","2013-04-17 11:15:06"
"2291501","488","2013-04-17 15:38:25"
"2291510","2064","2013-04-17 15:39:59"
"2291751","81","2013-04-17 16:46:36"
"2291902","394","2013-04-17 17:30:01"
"2292803","61","2013-04-17 22:36:43"
"2295044","179","2013-04-18 12:22:31"
"2296615","539","2013-04-18 19:20:28"
"2297683","254","2013-04-19 03:49:43"
"2298183","1276","2013-04-19 07:20:30"
"2298645","2807","2013-04-19 09:36:14"
"2300554","613","2013-04-19 19:46:38"
"2300713","3268","2013-04-19 21:02:43"
"2300755","2837","2013-04-19 21:21:21"
"2302945","26","2013-04-20 19:29:37"
"2303865","173762","2013-04-21 07:25:19"
"2304549","1678","2013-04-21 14:26:10"
"2305161","945","2013-04-21 19:36:20"
"2305490","998","2013-04-21 22:40:07"
"2306820","64","2013-04-22 09:42:28"
"2307636","734","2013-04-22 13:41:39"
"2308571","3255","2013-04-22 18:33:35"
"2310289","40131","2013-04-23 07:49:29"
"2310673","2524","2013-04-23 09:36:01"
"2311074","11361","2013-04-23 11:30:36"
"2311528","6847","2013-04-23 13:32:18"
"2313067","490","2013-04-23 21:11:17"
"2314464","1657","2013-04-24 07:38:56"
"2315162","2179","2013-04-24 10:47:20"
"2316478","1058","2013-04-24 16:17:12"
"2316486","752","2013-04-24 16:18:56"
"2317875","1805","2013-04-25 01:47:17"
"2318781","2144","2013-04-25 08:15:08"
"2319179","1403","2013-04-25 10:02:19"
"2319333","2030","2013-04-25 10:43:29"
"2320348","309","2013-04-25 15:02:26"
"2320872","181","2013-04-25 17:22:16"
"2320902","444","2013-04-25 17:30:12"
"2321095","1191","2013-04-25 18:32:42"
"2321592","3655","2013-04-25 21:20:48"
"2321874","7756","2013-04-25 23:31:36"
"2324160","67","2013-04-26 14:06:23"
"2324685","2580","2013-04-26 16:29:48"
"2325274","702","2013-04-26 20:20:19"
"2325987","6208","2013-04-27 04:46:04"
"2326753","2600","2013-04-27 11:54:21"
"2327283","4041","2013-04-27 16:41:22"
"2327476","6207","2013-04-27 18:13:09"
"2328781","4462","2013-04-28 09:40:02"
"2329061","4182","2013-04-28 12:29:59"
"2329962","1603","2013-04-28 20:00:14"
"2331741","667","2013-04-29 10:45:20"
"2331746","1522","2013-04-29 10:47:43"
"2331860","928","2013-04-29 11:24:08"
"2332302","103","2013-04-29 13:37:13"
"2333222","19370","2013-04-29 18:17:20"
"2334230","233","2013-04-30 01:48:37"
"2334867","66","2013-04-30 07:04:46"
"2336212","896","2013-04-30 14:11:31"
"2336315","13337","2013-04-30 14:38:18"
"2338488","1357","2013-05-01 06:08:02"
"2338721","789","2013-05-01 08:09:35"
"2339216","451","2013-05-01 11:39:21"
"2341815","2515","2013-05-02 05:42:18"
"2341818","2744","2013-05-02 05:42:53"
"2342446","1301","2013-05-02 09:10:45"
"2345933","13935","2013-05-03 07:14:14"
"2348047","595","2013-05-03 18:40:35"
"2350799","3721","2013-05-04 21:43:56"
"2352196","829","2013-05-05 15:27:59"
"2352647","249","2013-05-05 19:33:11"
"2352699","6770","2013-05-05 20:03:06"
"2353523","6844","2013-05-06 05:43:12"
"2354136","371","2013-05-06 09:41:12"
"2354618","333","2013-05-06 12:21:46"
"2356160","2079","2013-05-06 21:17:30"
"2357233","5787","2013-05-07 06:58:49"
"2357332","371","2013-05-07 07:30:24"
"2358216","145","2013-05-07 11:59:13"
"2358309","4884","2013-05-07 12:27:39"
"2358786","8376","2013-05-07 14:34:16"
"2358802","10718","2013-05-07 14:40:09"
"2358826","171","2013-05-07 14:45:02"
"2359161","922","2013-05-07 16:20:58"
"2360157","6879","2013-05-07 22:10:14"
"2360306","189","2013-05-07 23:23:46"
"2360325","769","2013-05-07 23:36:32"
"2362678","153","2013-05-08 13:56:15"
"2363617","70","2013-05-08 18:50:01"
"2363918","15710","2013-05-08 20:31:01"
"2364027","171","2013-05-08 21:15:01"
"2365185","139","2013-05-09 06:51:16"
"2365477","290","2013-05-09 08:29:23"
"2365727","3124","2012-06-01 21:43:12"
"2366093","426","2013-05-09 11:45:55"
"2366880","104","2013-05-09 15:21:04"
"2367849","2211","2013-05-09 20:34:40"
"2369214","21","2013-05-10 08:18:19"
"2369685","1998","2013-05-10 10:36:47"
"2369792","1186","2013-05-10 11:10:46"
"2370367","916","2013-05-10 14:21:32"
"2370737","139","2013-05-10 16:12:22"
"2370739","1","2013-05-10 16:13:22"
"2371388","441","2013-05-10 20:09:40"
"2373304","1274","2013-05-11 16:46:44"
"2374603","521","2013-05-12 09:43:53"
"2374810","1847","2013-05-12 12:00:07"
"2375843","2977","2013-05-12 21:58:46"
"2376945","3728","2013-05-13 08:28:17"
"2376954","3285","2013-05-13 08:33:06"
"2378728","475","2013-05-13 17:20:44"
"2381006","3933","2013-05-14 09:22:06"
"2383556","668","2013-05-14 21:39:35"
"2384040","51","2013-05-15 02:12:30"
"2384486","420","2013-05-15 05:55:08"
"2384565","383","2013-05-15 06:25:37"
"2384578","188","2013-05-15 06:30:29"
"2384597","1429","2013-05-15 06:38:41"
"2384902","1547","2013-05-15 08:15:31"
"2385178","736","2013-05-15 09:29:31"
"2385309","4374","2013-05-15 09:55:11"
"2385479","9574","2013-05-15 10:39:54"
"2386710","1202","2013-05-15 16:13:41"
"2387506","2534","2012-05-06 16:06:34"
"2388906","3108","2013-05-16 07:40:53"
"2389118","2337","2013-05-16 08:39:02"
"2389557","201","2013-05-16 10:34:00"
"2390187","149","2013-05-16 13:35:22"
"2395341","851","2013-05-17 20:06:00"
"2395636","12543","2013-05-17 22:20:35"
"2396539","54812","2013-05-18 10:06:46"
"2396545","666","2013-05-18 10:07:33"
"2396624","7127","2013-05-18 10:50:32"
"2396993","4183","2013-05-18 14:15:48"
"2397327","14560","2013-05-18 17:07:06"
"2397618","111","2013-05-18 20:06:43"
"2397873","35","2013-05-18 23:15:48"
"2398033","937","2013-05-19 01:41:47"
"2398375","12162","2013-05-19 07:08:30"
"2399024","10178","2013-05-19 14:10:36"
"2399035","5194","2013-05-19 14:17:30"
"2399355","800","2013-05-19 17:10:21"
"2400234","125","2013-05-20 02:26:24"
"2401173","421","2013-05-20 09:33:03"
"2402070","1596","2013-05-20 14:25:40"
"2402350","322","2013-05-20 15:59:40"
"2402976","2280","2013-05-20 19:24:03"
"2402980","317","2013-05-20 19:25:27"
"2405519","1957","2013-05-21 12:35:59"
"2405781","393","2013-05-21 13:47:18"
"2406331","639","2013-05-21 16:11:53"
"2407522","3669","2013-05-22 00:05:02"
"2407527","93","2013-05-22 00:07:36"
"2408230","1240","2013-05-22 06:31:24"
"2408648","105","2013-05-22 08:35:54"
"2408913","4125","2013-05-22 09:42:16"
"2410626","108","2013-05-22 17:30:26"
"2412369","31","2013-05-23 06:35:36"
"2413303","65096","2013-05-23 11:14:57"
"2414254","812","2013-05-23 15:24:44"
"2415194","13909","2013-05-23 20:13:57"
"2415266","2227","2013-05-23 20:30:58"
"2415668","2347","2013-05-23 23:32:54"
"2415755","3427","2013-05-24 00:29:55"
"2416100","415","2013-05-24 04:15:47"
"2416228","1942","2013-05-24 05:25:33"
"2417946","487","2013-05-24 14:39:31"
"2418193","1","2013-05-24 15:55:35"
"2419591","111","2013-05-25 04:57:25"
"2419762","611","2013-05-25 07:06:51"
"2421126","923","2013-05-25 21:09:00"
"2422013","3111","2013-05-26 10:08:23"
"2422530","2248","2013-05-26 15:12:47"
"2423066","212","2013-05-26 20:26:55"
"2424073","1400","2013-05-27 07:22:51"
"2425802","34677","2013-05-27 16:55:47"
"2425857","2642","2013-05-27 17:18:09"
"2426670","16","2013-05-28 01:00:31"
"2427960","119","2013-05-28 09:43:28"
"2428160","653","2013-05-28 10:44:12"
"2428802","8199","2013-05-28 13:48:21"
"2429058","3165","2013-05-28 14:46:06"
"2429821","303","2013-05-28 18:50:37"
"2430392","5449","2013-05-28 22:21:59"
"2431885","13685","2013-05-29 09:43:27"
"2432470","456","2013-05-29 12:44:55"
"2432532","1266","2013-05-29 13:01:26"
"2433323","3940","2013-05-29 16:08:53"
"2433622","711","2013-05-29 17:43:02"
"2433987","2048","2013-05-29 19:39:57"
"2434234","11826","2013-05-29 21:15:37"
"2435861","1738","2013-05-30 09:22:52"
"2436360","1595","2013-05-30 11:38:58"
"2436878","1622","2013-05-30 14:02:24"
"2438518","3348","2013-05-30 23:16:51"
"2439802","121","2013-05-31 09:11:50"
"2440877","944","2013-05-31 14:48:42"
"2442526","3684","2013-06-01 04:49:31"
"2442714","3099","2013-06-01 07:06:57"
"2442804","41368","2013-06-01 08:17:07"
"2443226","1146","2013-06-01 12:48:46"
"2444414","412","2013-06-02 03:01:33"
"2446143","3758","2013-06-02 23:53:38"
"2448356","3067","2013-06-03 14:51:06"
"2449276","6002","2013-06-03 19:44:18"
"2450403","1354","2013-06-04 05:57:25"
"2451486","2816","2013-06-04 11:18:26"
"2451863","349","2013-06-04 13:06:28"
"2452302","913","2013-06-04 15:03:17"
"2452556","53","2013-06-04 16:16:06"
"2453089","3867","2013-06-04 18:56:24"
"2453432","10186","2013-06-04 20:39:54"
"2455420","3440","2013-06-05 11:30:16"
"2456113","1211","2013-06-05 14:28:07"
"2458080","906","2013-06-06 03:39:01"
"2458310","5229","2013-06-06 05:42:35"
"2458858","6301","2013-06-06 08:48:53"
"2458869","569","2013-06-06 08:50:58"
"2459641","5431","2013-06-06 12:31:25"
"2459831","3585","2013-06-06 13:24:04"
"2460352","1891","2013-06-06 15:34:16"
"2460816","3314","2013-06-06 17:55:47"
"2464004","34","2013-06-07 14:59:27"
"2466911","1532","2013-06-08 18:35:06"
"2468160","135","2013-06-09 11:30:53"
"2469308","25098","2013-06-09 23:44:22"
"2469478","349","2013-06-10 02:26:32"
"2471528","551","2013-06-10 15:30:06"
"2473158","462","2013-06-11 04:47:47"
"2475091","875","2013-06-11 15:03:49"
"2475275","360","2013-06-11 15:45:37"
"2475470","2073","2013-06-11 16:47:32"
"2476303","602","2013-06-11 21:40:42"
"2477327","3464","2013-06-12 07:29:36"
"2477470","971","2013-06-12 08:17:56"
"2479558","946","2013-06-12 18:17:00"
"2480869","601","2013-06-13 05:05:20"
"2481448","31","2011-01-25 11:39:28"
"2481497","1191","2013-06-13 08:54:45"
"2481699","790","2013-06-13 09:44:06"
"2482369","31","2013-06-13 13:07:30"
"2482579","79","2013-06-13 14:06:38"
"2483307","311","2013-06-13 17:41:40"
"2483976","1164","2013-06-13 21:33:30"
"2484846","93","2013-06-14 05:54:34"
"2484931","169","2013-06-14 06:24:33"
"2485471","21","2013-06-14 09:20:39"
"2485666","1207","2013-06-14 10:23:00"
"2486570","712","2013-06-14 15:03:22"
"2486592","56","2013-06-14 15:09:47"
"2486805","2546","2013-06-14 16:12:07"
"2486904","2044","2013-06-14 16:39:33"
"2487227","3140","2013-06-14 18:33:08"
"2487403","1473","2013-06-14 19:43:38"
"2489334","1146","2013-06-15 17:33:04"
"2490043","148","2013-06-16 03:50:01"
"2490608","6504","2013-06-16 10:58:29"
"2490666","1611","2013-06-16 11:39:58"
"2491220","156","2013-06-16 17:28:47"
"2491301","459","2013-06-16 18:21:51"
"2496567","5931","2013-06-18 09:30:14"
"2497492","20531","2013-06-18 14:07:20"
"2500160","104","2013-06-19 07:56:41"
"2500842","3734","2013-06-19 11:07:31"
"2501323","138","2013-06-19 13:19:38"
"2503855","41","2013-06-20 06:06:30"
"2503916","1818","2013-06-20 06:27:25"
"2504013","3261","2013-06-20 06:57:58"
"2504224","45206","2013-06-20 08:07:08"
"2504338","86","2013-06-20 08:39:03"
"2504537","527","2013-06-20 09:29:49"
"2505030","674","2013-06-20 11:52:33"
"2505584","222","2013-06-20 14:20:34"
"2506382","6134","2013-06-20 18:04:09"
"2507006","90","2013-06-20 21:55:13"
"2507665","81","2013-06-21 04:53:37"
"2508175","70","2013-06-21 08:06:26"
"2508692","66","2013-06-21 10:50:12"
"2510128","742","2013-06-21 19:01:55"
"2511450","1190","2013-06-22 10:39:02"
"2511560","2574","2013-06-22 11:53:42"
"2512399","4022","2013-06-22 20:20:52"
"2513200","4372","2013-06-23 08:33:05"
"2513438","137","2013-06-23 10:59:22"
"2513575","83","2013-06-23 12:24:51"
"2513873","7278","2013-06-23 15:24:38"
"2514069","1281","2013-06-23 17:18:26"
"2515498","5074","2013-06-24 08:30:02"
"2516754","61","2013-06-24 15:00:49"
"2517689","1524","2013-06-24 19:53:54"
